"MSA.Code","MSA.Title","MSA.Name","date","congestion","congestion_19pct","onsite_pct","S","iv","net_mig_rate","vrm","vrm_19pct","covid_cases","vaccine","reopened","pop_million","transitcommute_pct","noveh_pct"
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2020-04-01,28,10.4477611940298,48.319309182847,0.00479949912659054,39.166657419404,0.0658379050310393,3926596,83.7403700395734,0.00179670180366329,0,0,5.862884,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2020-05-01,69,26.4367816091954,58.7548170069726,0.0264460309144821,38.0979214668587,0.0995997590504459,3916229,81.2111659238298,0.00169412921590151,0,0,5.863468,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2020-06-01,125,47.3484848484849,63.9507054875801,0.00500676608277424,37.3621972534808,0.172905296665588,4098365,89.7904550160964,0.00257272228320527,0,0,5.864482,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2020-07-01,134,51.937984496124,60.3931276255991,0.00661100118806214,36.9680100623173,0.228953301538999,4256698,88.7310640999745,0.00815031693248101,0,0,5.865825,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2020-08-01,148,56.2737642585551,64.2213325811803,0.00714479487673067,36.8111990065056,0.219017540151795,4047158,85.3465648030758,0.00687085001399023,0,0,5.86711,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2020-09-01,161,60.9848484848485,64.0864481627089,0.0235696760658391,36.7508810988436,0.156100194511749,3862735,84.1551349374087,0.00336740761068423,0,0,5.868026,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2020-10-01,169,60.1423487544484,67.7759327687584,0.00697220305269609,36.6423636423855,0.0809406013562918,4012923,82.9082234015585,0.00619622505972751,0,0,5.868501,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2020-11-01,204,73.3812949640288,65.9699735386313,0.028247955430996,36.4918481300067,0.163217768451914,3832105,84.6452023035587,0.00779972046447558,0,0,5.869459,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2020-12-01,191,67.7304964539007,63.0162256121669,0.0299831586380922,36.4139736967158,0.175794494872746,4081788,86.1751570424299,0.0176088547383827,0,0,5.870491,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2021-01-01,143,63.8392857142857,65.4485944243614,0.0196769217955769,37.0719997798846,0.123313487923709,4093126,88.0508196562617,0.0232417713243365,0,0,5.871215,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2021-02-01,169,66.2745098039216,67.967656513225,0.0123177593118221,37.069705597685,0.116316734384691,3908667,89.164261908401,0.00966637340995674,0,0,5.871898,2.78416434678863,5.69882995968534
"C1206","Atlanta-Sandy Springs-Roswell, GA","Atlanta GA",2021-03-01,226,85.9315589353612,68.6024069555318,0.00755419390098439,37.0295941628983,0.20721542145863,4308626,91.3279460217493,0.00604135726738555,0.123,0,5.873115,2.78416434678863,5.69882995968534
